file	result	axioms	conjencture	processed	note	limit:1000000s
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN397+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN639-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN340+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN426+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN432+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN354+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN822-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN188-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN836-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN368+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN349-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN215-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN573-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN567-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN201-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN977+1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN229-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN097-1.002.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN963+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN036+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN598-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN771-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN765-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN759-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN094-1.005.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN546+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN521+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN535+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN509+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN064-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN702-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN716-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN070-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN058-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN005-1.010.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN045+1.p	True		((p|(q&r))<=>((p|q)&(p|r)))	[  u0:T, u1:type, u2:type, u3:type, u4:type ] =>(u5:(u6:¬(u7:¬u3)×¬(u8:u2)×u1)→(u9:¬(u10:¬u3)×¬u2)×¬(u11:¬u3)×¬u1)×(u12:(u13:¬(u14:¬u3)×¬u2)×¬(u15:¬u3)×¬u1)→¬(u16:¬u3)×¬(u17:u2)×u1		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN723+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN051+1.p	False			error in process error in process error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN079+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN299-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN500-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN938+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN266-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN272-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN514-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN528-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN474-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN312-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN306-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN460-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN448-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN455+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN333+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN879-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN327+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN441+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN469+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN689-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN851-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN845-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN110-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN496+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN676-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN662-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN104-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN482+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN892-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN886-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN138-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN887-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN139-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN893-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN663-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN483+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN105-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN497+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN111-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN677-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN844-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN468+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN850-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN688-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN326+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN878-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN440+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN454+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN332+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN449-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN307-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN461-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN475-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN529-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN003-1.006.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN273-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN515-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN501-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN267-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN939+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN078+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN298-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN050+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN044+1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN722+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN059-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN717-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN071-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN065-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN703-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN508+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN313-1.001.002.p					Parser Error"TokenPeriod"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN534+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN520+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN536+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN522+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN073-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN715-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN701-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN067-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN729-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN052+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN046+1.p	False		((p=>q)<=>(~p|q))	[  u0:T, u1:type, u2:type, u3:type ] =>(u4:(u5:(u6:u2)→u1)→¬¬(u7:¬u2)×¬u1)×(u8:¬¬(u9:¬u2)×¬u1)→(u10:u2)→u1		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN517-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN271-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN265-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN503-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN259-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN488-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN463-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN305-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN311-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN477-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN091-1.003.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN339-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN442+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN324+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN330+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN456+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN846-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN318+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN852-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN107-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN481+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN661-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN675-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN113-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN495+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN885-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN891-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN649-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN648-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN890-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN884-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN674-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN494+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN112-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN480+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN106-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN660-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN853-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN095-1.002.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN319+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN847-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN331+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN457+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN443+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN325+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN337-10.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN338-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN310-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN476-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN462-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN304-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN489-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN258-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN264-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN502-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN084+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN516-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN270-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN721+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN047+1.p	False		(((p&(q=>r))=>s)<=>((~p|q|s)&(~p|~r|s)))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type ] =>(u6:(u7:(u8:(u9:u4)×(u10:u3)→u2)→u1)→(u11:¬¬(u12:¬u4)×¬¬(u13:¬u3)×¬u1)×¬¬(u14:¬u4)×¬¬¬(u15:¬u2)×¬u1)×(u16:(u17:¬¬(u18:¬u4)×¬¬(u19:¬u3)×¬u1)×¬¬(u20:¬u4)×¬¬¬(u21:¬u2)×¬u1)→(u22:(u23:u4)×(u24:u3)→u2)→u1		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN053+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN728-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN700-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN066-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN072-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN714-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN523+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN537+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN001-1.005.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN009-3.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN533+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN527+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN738-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN710-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN076-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN062-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN704-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN731+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN057+1.p	False			error in process error in process error in process error in process error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN007+1.014.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN725+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN248-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN916+1.p	False		($false)	[  u0:T, u1:type, u2:type ] =>⊥		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN274-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN512-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN080+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN506-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN260-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN499-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN328-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN300-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN466-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN472-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN843-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN857-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN321+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN447+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN453+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN335+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN880-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN658-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN894-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN664-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN014-2.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN484+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN116-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN490+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN670-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN491+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN117-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN671-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN665-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN485+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN103-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN015-2.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN895-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN659-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN881-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN452+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN302-1.003.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN334+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN320+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN986+1.000.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN446+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN856-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN842-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN473-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN315-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN301-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN467-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN329-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN498-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN507-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN081+1.p	False			error in process error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN261-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN275-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN513-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN917+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN249-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN724+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN730+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN056+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN063-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN705-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN711-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN077-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN739-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN010-1.005.005.p					Parser Error"TokenPeriod"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN526+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN532+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN518+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN036-3.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN524+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN530+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN908-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN049-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN707-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN061-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN075-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN713-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN068+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN288-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN726+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN040+1.p	False		((p=>q)<=>(~q=>~p))	[  u0:T, u1:type, u2:type, u3:type ] =>(u4:(u5:(u6:u2)→u1)→¬(u7:u1)→¬u2)×(u8:¬(u9:u1)→¬u2)→(u10:u2)→u1		
