file	assestment	status	result	language	context	target	processed	note	
../../TPTP-v7.3.0/Problems/SYN/SYN036+1.p		Theorem	False	fof		((?[X]:![Y]:(big_p(X)<=>big_p(Y))<=>(?[U]:big_q(U)<=>![W]:big_q(W)))<=>(?[X1]:![Y1]:(big_q(X1)<=>big_q(Y1))<=>(?[U1]:big_p(U1)<=>![W1]:big_p(W1))))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:type, u14:type, u15:type, u16:type, u17:type, u18:type, u19:type, u20:[  u21:type ] =>type ] =>(u22:[  u23:(u24:type )× [  u25:type ] =>(u26:[  u27:(u28:[  u29:u20 u24 ] =>u20 u25 )× [  u30:u20 u25 ] =>u20 u24 ] =>(u31:type )× (u32:[  u33:u19 u31, u34:type ] =>u19 u34 )× [  u35:[  u36:type ] =>u19 u36 ] =>u19 u31 )× [  u37:(u38:type )× (u39:[  u40:u19 u38, u41:type ] =>u19 u41 )× [  u42:[  u43:type ] =>u19 u43 ] =>u19 u38 ] =>(u44:[  u45:u20 u24 ] =>u20 u25 )× [  u46:u20 u25 ] =>u20 u24 ] =>(u47:type )× [  u48:type ] =>(u49:[  u50:(u51:[  u52:u19 u47 ] =>u19 u48 )× [  u53:u19 u48 ] =>u19 u47 ] =>(u54:type )× (u55:[  u56:u20 u54, u57:type ] =>u20 u57 )× [  u58:[  u59:type ] =>u20 u59 ] =>u20 u54 )× [  u60:(u61:type )× (u62:[  u63:u20 u61, u64:type ] =>u20 u64 )× [  u65:[  u66:type ] =>u20 u66 ] =>u20 u61 ] =>(u67:[  u68:u19 u47 ] =>u19 u48 )× [  u69:u19 u48 ] =>u19 u47 )× [  u70:(u71:type )× [  u72:type ] =>(u73:[  u74:(u75:[  u76:u19 u71 ] =>u19 u72 )× [  u77:u19 u72 ] =>u19 u71 ] =>(u78:type )× (u79:[  u80:u20 u78, u81:type ] =>u20 u81 )× [  u82:[  u83:type ] =>u20 u83 ] =>u20 u78 )× [  u84:(u85:type )× (u86:[  u87:u20 u85, u88:type ] =>u20 u88 )× [  u89:[  u90:type ] =>u20 u90 ] =>u20 u85 ] =>(u91:[  u92:u19 u71 ] =>u19 u72 )× [  u93:u19 u72 ] =>u19 u71 ] =>(u94:type )× [  u95:type ] =>(u96:[  u97:(u98:[  u99:u20 u94 ] =>u20 u95 )× [  u100:u20 u95 ] =>u20 u94 ] =>(u101:type )× (u102:[  u103:u19 u101, u104:type ] =>u19 u104 )× [  u105:[  u106:type ] =>u19 u106 ] =>u19 u101 )× [  u107:(u108:type )× (u109:[  u110:u19 u108, u111:type ] =>u19 u111 )× [  u112:[  u113:type ] =>u19 u113 ] =>u19 u108 ] =>(u114:[  u115:u20 u94 ] =>u20 u95 )× [  u116:u20 u95 ] =>u20 u94			
../../TPTP-v7.3.0/Problems/SYN/SYN094-1.005.p		Unsatisfiable	False	cnf	(~u_1),(u_2|p_0|~p_1|~p_2),(p_0|~u_2),(u_3|p_0|~q_1|~q_2),(p_0|~u_3),(u_4|p_1|~p_2|~p_3),(p_1|~u_4),(u_5|p_1|~q_2|~q_3),(p_1|~u_5),(u_6|p_2|~p_3|~p_4),(p_2|~u_6),(u_7|p_2|~q_3|~q_4),(p_2|~u_7),(u_8|p_3|~p_4|~p_5),(p_3|~u_8),(u_9|p_3|~q_4|~q_5),(p_3|~u_9),(u_10|p_4|~p_5|~p_6),(p_4|~u_10),(u_11|p_4|~q_5|~q_6),(p_4|~u_11),(u_12|p_5|~p_6|~p_7),(p_5|~u_12),(u_13|p_5|~q_6|~q_7),(p_5|~u_13),(u_14|p_6|~p_7|~p_8),(p_6|~u_14),(u_15|p_6|~q_7|~q_8),(p_6|~u_15),(u_16|p_7|~p_8|~p_9),(p_7|~u_16),(u_17|p_7|~q_8|~q_9),(p_7|~u_17),(u_18|q_0|~p_1|~q_2),(q_0|~u_18),(u_19|q_0|~q_1|~p_2),(q_0|~u_19),(u_20|q_1|~p_2|~q_3),(q_1|~u_20),(u_21|q_1|~q_2|~p_3),(q_1|~u_21),(u_22|q_2|~p_3|~q_4),(q_2|~u_22),(u_23|q_2|~q_3|~p_4),(q_2|~u_23),(u_24|q_3|~p_4|~q_5),(q_3|~u_24),(u_25|q_3|~q_4|~p_5),(q_3|~u_25),(u_26|q_4|~p_5|~q_6),(q_4|~u_26),(u_27|q_4|~q_5|~p_6),(q_4|~u_27),(u_28|q_5|~p_6|~q_7),(q_5|~u_28),(u_29|q_5|~q_6|~p_7),(q_5|~u_29),(u_30|q_6|~p_7|~q_8),(q_6|~u_30),(u_31|q_6|~q_7|~p_8),(q_6|~u_31),(u_32|q_7|~p_8|~q_9),(q_7|~u_32),(u_33|q_7|~q_8|~p_9),(q_7|~u_33),(u_34|p_9|~p_4),(p_9|~u_34),(u_35|p_10|~p_5),(p_10|~u_35),(u_36|q_9|~q_4),(q_9|~u_36),(u_37|q_10|~q_5),(q_10|~u_37),(u_38|p_8),(p_8|~u_38),(u_39|p_9),(p_9|~u_39),(u_40|q_8),(q_8|~u_40),(u_41|q_9),(q_9|~u_41)					
../../TPTP-v7.3.0/Problems/SYN/SYN064-1.p		Unsatisfiable	False	cnf			[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:[  u9:type, u10:type ] =>type, u11:[  u12:type, u13:type ] =>type ] =>(u14:u7 u8 u11 )× [  u15:u14 u6 u8 u11 u7 u8 u11 ] =>⊥			
../../TPTP-v7.3.0/Problems/SYN/SYN070-1.p		Unsatisfiable	False	cnf	(~big_f(X)|big_f(f(X))|big_g(X)),(~big_f(X)|big_h(f(X),X)|big_g(X)),(~big_f(X)|~big_g(f(X))|big_g(X)),(~big_f(X)|big_g(X)|big_f(a)),(~big_f(X)|big_g(X)|~big_g(a)),(~big_f(X)|big_g(X)|~big_f(Y)|big_g(Y)|big_j(a,Y)),(~big_f(X)|~big_f(Y)|~big_h(X,Y)|~big_j(Y,X))		[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:type, u14:type, u15:type, u16:type, u17:type, u18:type, u19:type, u20:type, u21:type, u22:type, u23:type, u24:type, u25:type, u26:type, u27:type, u28:type, u29:type, u30:type, u31:type, u32:type, u33:type, u34:type, u35:type, u36:type, u37:[  u38:type ] =>type, u39:type, u40:[  u41:type ] =>type, u42:type, u43:[  u44:[  u45:(u46:[  u47:u40 u42 ] =>⊥ )× [  u48:[  u49:(u50:[  u51:u40 u39 u42 ] =>⊥ )× [  u52:u37 u42 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥, u53:[  u54:[  u55:(u56:[  u57:u40 u42 ] =>⊥ )× [  u58:[  u59:(u60:[  u61:u36 u42 u39 u42 ] =>⊥ )× [  u62:u37 u42 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥, u63:[  u64:[  u65:(u66:[  u67:u40 u42 ] =>⊥ )× [  u68:[  u69:[  u70:(u71:[  u72:u37 u39 u42 ] =>⊥ )× [  u73:u37 u42 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥, u74:[  u75:[  u76:(u77:[  u78:u40 u42 ] =>⊥ )× [  u79:[  u80:(u81:[  u82:u37 u42 ] =>⊥ )× [  u83:u40 u35 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥, u84:[  u85:[  u86:(u87:[  u88:u40 u42 ] =>⊥ )× [  u89:[  u90:(u91:[  u92:u37 u42 ] =>⊥ )× [  u93:[  u94:u37 u35 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥, u95:[  u96:[  u97:(u98:[  u99:u40 u42 ] =>⊥ )× [  u100:[  u101:(u102:[  u103:u37 u42 ] =>⊥ )× [  u104:[  u105:[  u106:(u107:[  u108:u40 u34 ] =>⊥ )× [  u109:[  u110:(u111:[  u112:u37 u34 ] =>⊥ )× [  u113:u33 u34 u35 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥, u114:[  u115:[  u116:(u117:[  u118:u40 u42 ] =>⊥ )× [  u119:[  u120:[  u121:(u122:[  u123:u40 u34 ] =>⊥ )× [  u124:[  u125:[  u126:(u127:[  u128:u36 u34 u42 ] =>⊥ )× [  u129:[  u130:u33 u42 u34 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>(u131:u40 u32 )× [  u132:u39 u33 ] =>⊥			
../../TPTP-v7.3.0/Problems/SYN/SYN058-1.p		Unsatisfiable	False	cnf	(~big_p(X)|big_q(Y)),(~big_q(b)|big_q(c)),(~big_q(b)|big_s(c)),(~big_r(b)|big_q(c)),(~big_r(b)|big_s(c)),(~big_s(Y)|~big_f(X)|big_g(X))		[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:type, u14:type, u15:type, u16:type, u17:type, u18:[  u19:type ] =>type, u20:[  u21:type ] =>type, u22:type, u23:type, u24:type, u25:type, u26:type, u27:type, u28:[  u29:type ] =>type, u30:type, u31:[  u32:[  u33:(u34:[  u35:u28 u30 ] =>⊥ )× [  u36:u26 u27 ] =>⊥ ] =>⊥ ] =>⊥, u37:[  u38:[  u39:(u40:[  u41:u26 u25 ] =>⊥ )× [  u42:u26 u24 ] =>⊥ ] =>⊥ ] =>⊥, u43:[  u44:[  u45:(u46:[  u47:u26 u25 ] =>⊥ )× [  u48:u23 u24 ] =>⊥ ] =>⊥ ] =>⊥, u49:[  u50:[  u51:(u52:[  u53:u22 u25 ] =>⊥ )× [  u54:u26 u24 ] =>⊥ ] =>⊥ ] =>⊥, u55:[  u56:[  u57:(u58:[  u59:u22 u25 ] =>⊥ )× [  u60:u23 u24 ] =>⊥ ] =>⊥ ] =>⊥, u61:[  u62:[  u63:(u64:[  u65:u23 u27 ] =>⊥ )× [  u66:[  u67:[  u68:(u69:[  u70:u20 u30 ] =>⊥ )× [  u71:u18 u30 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>(u72:(u73:u28 u17 )× u22 u18 )× [  u74:u20 u18 ] =>⊥			
../../TPTP-v7.3.0/Problems/SYN/SYN045+1.p		Theorem	True	fof		((p|(q&r))<=>((p|q)&(p|r)))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type ] =>(u12:[  u13:[  u14:(u15:[  u16:u11 ] =>⊥ )× [  u17:(u18:u10 )× u9 ] =>⊥ ] =>⊥ ] =>(u19:[  u20:(u21:[  u22:u11 ] =>⊥ )× [  u23:u10 ] =>⊥ ] =>⊥ )× [  u24:(u25:[  u26:u11 ] =>⊥ )× [  u27:u9 ] =>⊥ ] =>⊥ )× [  u28:(u29:[  u30:(u31:[  u32:u11 ] =>⊥ )× [  u33:u10 ] =>⊥ ] =>⊥ )× [  u34:(u35:[  u36:u11 ] =>⊥ )× [  u37:u9 ] =>⊥ ] =>⊥, u38:(u39:[  u40:u11 ] =>⊥ )× [  u41:(u42:u10 )× u9 ] =>⊥ ] =>⊥			
../../TPTP-v7.3.0/Problems/SYN/SYN051+1.p		Theorem	True	fof	(?[X]:(p=>big_f(X))),(?[X]:(big_f(X)=>p))	(?[X]:(p<=>big_f(X)))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:[  u12:type ] =>type, u13:type, u14:(u15:type )× [  u16:u13 ] =>u11 u15, u17:(u18:type )× [  u19:u11 u18 ] =>u13 ] =>(u20:type )× (u21:[  u22:u13 ] =>u11 u20 )× [  u23:u11 u20 ] =>u13			
../../TPTP-v7.3.0/Problems/SYN/SYN079+1.p		Theorem	False	fof	(big_f(f(a,b),f(b,c))),(big_f(f(b,c),f(a,c))),(![X,Y,Z]:((big_f(X,Y)&big_f(Y,Z))=>big_f(X,Z)))	(big_f(f(a,b),f(a,c)))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:[  u8:type, u9:type ] =>type, u10:type, u11:[  u12:type, u13:type ] =>type, u14:type, u15:type, u16:u7 u11 u10 u14 u11 u14 u15, u17:u7 u11 u10 u15 u11 u10 u14, u18:[  u19:type, u20:type, u21:type, u22:(u23:u7 u20 u19 )× u7 u21 u20 ] =>u7 u21 u19 ] =>u7 u11 u10 u15 u11 u14 u15			
../../TPTP-v7.3.0/Problems/SYN/SYN306-1.p		Satisfiable	False	cnf			[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:type, u14:type, u15:type, u16:type, u17:[  u18:type ] =>type, u19:[  u20:type, u21:type ] =>type, u22:[  u23:type, u24:type ] =>type, u25:[  u26:type ] =>type, u27:[  u28:type ] =>type ] =>(u29:(u30:(u31:(u32:(u33:[  u34:(u35:[  u36:u25 u27 ] =>⊥ )× [  u37:u19 u22 u27 u27 ] =>⊥ ] =>⊥ )× [  u38:[  u39:(u40:[  u41:u25 u22 ] =>⊥ )× [  u42:u17 u22 u19 ] =>⊥ ] =>⊥ ] =>⊥ )× [  u43:[  u44:(u45:[  u46:u22 u19 u19 ] =>⊥ )× [  u47:[  u48:u22 u19 u16 u17 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ )× u22 u16 u19 u17 )× [  u49:(u50:[  u51:u30 u17 ] =>⊥ )× [  u52:[  u53:u30 u19 u17 ] =>⊥ ] =>⊥ ] =>⊥ )× [  u54:u29 u17 ] =>⊥			
../../TPTP-v7.3.0/Problems/SYN/SYN333+1.p		Theorem	False	fof		(?[X,Y]:![Z]:(big_f(X,Y)=>(big_f(Y,Z)&big_f(Z,Z)&((big_f(X,Y)&big_g(X,Y))=>(big_g(X,Z)&big_g(Z,Z))))))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:type, u14:[  u15:type, u16:type ] =>type ] =>(u17:type )× (u18:type )× [  u19:type, u20:u14 u18 u17 ] =>(u21:u14 u19 u18 )× (u22:u14 u19 u19 )× [  u23:(u24:u14 u18 u17 )× u13 u18 u17 ] =>(u25:u13 u19 u17 )× u13 u19 u19			
../../TPTP-v7.3.0/Problems/SYN/SYN327+1.p		Theorem	False	fof		(![X]:?[Y]:![Z]:(big_f(Y,X)=>((big_f(X,Z)=>big_f(X,Y))&(big_f(X,Y)=>(~big_f(X,Z)=>(big_f(Y,X)&big_f(Z,Y)))))))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:[  u14:type, u15:type ] =>type ] =>[  u16:type ] =>(u17:type )× [  u18:type, u19:u13 u16 u17 ] =>(u20:[  u21:u13 u18 u16 ] =>u13 u17 u16 )× [  u22:u13 u17 u16, u23:[  u24:u13 u18 u16 ] =>(u25:u13 u16 u17 )× u13 u17 u18 ] =>⊥			
../../TPTP-v7.3.0/Problems/SYN/SYN851-1.p			False					timeout		
../../TPTP-v7.3.0/Problems/SYN/SYN496+1.p		CounterSatisfiable	False	fof		(~((~hskp0|(ndr1_0&~c1_1(a81)&~c3_1(a81)&~c0_1(a81)))&(~hskp1|(ndr1_0&~c3_1(a83)&c2_1(a83)&~c1_1(a83)))&(~hskp2|(ndr1_0&c1_1(a85)&~c0_1(a85)&~c3_1(a85)))&(~hskp3|(ndr1_0&c1_1(a87)&c2_1(a87)&~c3_1(a87)))&(~hskp4|(ndr1_0&~c2_1(a88)&~c0_1(a88)&~c1_1(a88)))&(~hskp5|(ndr1_0&c3_1(a79)&c1_1(a79)&c2_1(a79)))&(~hskp6|(ndr1_0&c3_1(a80)&c0_1(a80)&c1_1(a80)))&(~hskp7|(ndr1_0&~c3_1(a82)&c1_1(a82)&c2_1(a82)))&(~hskp8|(ndr1_0&~c2_1(a84)&c3_1(a84)&c1_1(a84)))&(~hskp9|(ndr1_0&~c3_1(a86)&c0_1(a86)&c2_1(a86)))&(~hskp10|(ndr1_0&~c0_1(a89)&~c2_1(a89)&c1_1(a89)))&(![U]:(ndr1_0=>(~c0_1(U)|~c2_1(U)|c3_1(U)))|![V]:(ndr1_0=>(c2_1(V)|c1_1(V)|c3_1(V)))|hskp5)&(hskp6|hskp0|hskp7)&(hskp1|hskp8|![W]:(ndr1_0=>(c0_1(W)|c3_1(W)|~c2_1(W))))&(![X]:(ndr1_0=>(c2_1(X)|c1_1(X)|c3_1(X)))|![Y]:(ndr1_0=>(c3_1(Y)|~c1_1(Y)|~c2_1(Y)))|![Z]:(ndr1_0=>(~c3_1(Z)|c1_1(Z)|~c0_1(Z))))&(hskp2|![X1]:(ndr1_0=>(c1_1(X1)|c2_1(X1)|c0_1(X1)))|![X2]:(ndr1_0=>(~c1_1(X2)|~c2_1(X2)|c0_1(X2))))&(![X3]:(ndr1_0=>(~c0_1(X3)|~c1_1(X3)|~c2_1(X3)))|![X4]:(ndr1_0=>(~c1_1(X4)|~c0_1(X4)|c3_1(X4)))|hskp9)&(![X5]:(ndr1_0=>(~c2_1(X5)|c3_1(X5)|c1_1(X5)))|hskp3|![X6]:(ndr1_0=>(c2_1(X6)|c0_1(X6)|c3_1(X6))))&(hskp4|hskp10|hskp1)))				
../../TPTP-v7.3.0/Problems/SYN/SYN104-1.p		Unsatisfiable	False	cnf	 load ../../TPTP-v7.3.0/Axioms/SYN001-0.ax					
../../TPTP-v7.3.0/Problems/SYN/SYN105-1.p		Unsatisfiable	False	cnf	 load ../../TPTP-v7.3.0/Axioms/SYN001-0.ax					
../../TPTP-v7.3.0/Problems/SYN/SYN497+1.p		CounterSatisfiable	False	fof		(~((~hskp0|(ndr1_0&~c2_1(a93)&c3_1(a93)&~c1_1(a93)))&(~hskp1|(ndr1_0&c2_1(a94)&c1_1(a94)&~c0_1(a94)))&(~hskp2|(ndr1_0&c1_1(a96)&c3_1(a96)&~c2_1(a96)))&(~hskp3|(ndr1_0&~c1_1(a97)&c3_1(a97)&~c0_1(a97)))&(~hskp4|(ndr1_0&c0_1(a102)&~c3_1(a102)&~c1_1(a102)))&(~hskp5|(ndr1_0&c1_1(a104)&c0_1(a104)&~c2_1(a104)))&(~hskp6|(ndr1_0&~c2_1(a91)&~c3_1(a91)&c1_1(a91)))&(~hskp7|(ndr1_0&c0_1(a92)&c1_1(a92)&c2_1(a92)))&(~hskp8|(ndr1_0&~c3_1(a95)&c0_1(a95)&c2_1(a95)))&(~hskp9|(ndr1_0&~c0_1(a98)&~c2_1(a98)&c1_1(a98)))&(~hskp10|(ndr1_0&c1_1(a99)&c0_1(a99)&c3_1(a99)))&(~hskp11|(ndr1_0&~c0_1(a100)&c3_1(a100)&c2_1(a100)))&(~hskp12|(ndr1_0&~c3_1(a101)&c1_1(a101)&c0_1(a101)))&(~hskp13|(ndr1_0&c2_1(a103)&c1_1(a103)&c3_1(a103)))&(![U]:(ndr1_0=>(c2_1(U)|c3_1(U)|~c0_1(U)))|hskp6|hskp7)&(![V]:(ndr1_0=>(~c0_1(V)|c3_1(V)|~c2_1(V)))|hskp0|![W]:(ndr1_0=>(~c1_1(W)|~c0_1(W)|c3_1(W))))&(hskp1|hskp8|hskp2)&(hskp3|![X]:(ndr1_0=>(~c1_1(X)|~c3_1(X)|c2_1(X)))|hskp9)&(![Y]:(ndr1_0=>(c3_1(Y)|~c0_1(Y)|~c2_1(Y)))|hskp10|![Z]:(ndr1_0=>(~c2_1(Z)|~c0_1(Z)|~c1_1(Z))))&(![X1]:(ndr1_0=>(~c2_1(X1)|c1_1(X1)|c0_1(X1)))|![X2]:(ndr1_0=>(~c1_1(X2)|c2_1(X2)|~c0_1(X2)))|![X3]:(ndr1_0=>(~c2_1(X3)|c3_1(X3)|~c0_1(X3))))&(![X4]:(ndr1_0=>(c0_1(X4)|~c1_1(X4)|c2_1(X4)))|hskp11|hskp12)&(hskp4|hskp13|hskp5)))				
../../TPTP-v7.3.0/Problems/SYN/SYN850-1.p			False					timeout		
../../TPTP-v7.3.0/Problems/SYN/SYN326+1.p		Theorem	False	fof		(?[X]:![Y,Z]:(((big_f(Y,Z)=>(big_g(Y)=>big_h(X)))=>big_f(X,X))=>(((big_f(Z,X)=>big_g(X))=>big_h(Z))=>(big_f(X,Y)=>big_f(Z,Z)))))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:type, u14:type, u15:type, u16:[  u17:type ] =>type, u18:[  u19:type ] =>type ] =>(u20:type )× [  u21:type, u22:type, u23:[  u24:[  u25:u18 u22 u21, u26:u16 u21 ] =>u15 u20 ] =>u18 u20 u20, u27:[  u28:[  u29:u18 u20 u22 ] =>u16 u20 ] =>u15 u22, u30:u18 u21 u20 ] =>u18 u22 u22			
../../TPTP-v7.3.0/Problems/SYN/SYN939+1.p		Theorem	False	fof		(![C,B]:(![Z]:q(f(Z))=>?[X,Y]:((p(f(Y))=>p(X))&(r(Y)=>(r(B)&r(C)))&q(X))))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:type, u14:type, u15:[  u16:type ] =>type, u17:[  u18:type ] =>type, u19:[  u20:type ] =>type ] =>[  u21:type, u22:type, u23:type, u24:u17 u19 u23 ] =>(u25:type )× (u26:type )× (u27:[  u28:u15 u19 u26 ] =>u15 u25 )× (u29:[  u30:u14 u26 ] =>(u31:u14 u22 )× u14 u21 )× u17 u25			
../../TPTP-v7.3.0/Problems/SYN/SYN078+1.p		Theorem	False	fof		(![X]:(?[Y]:(big_p(Y)&X=f(Y))=>big_p(X))<=>![U]:(big_p(U)=>big_p(f(U))))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:[  u13:type ] =>type ] =>[  u14:type ] =>(u15:[  u16:(u17:type )× [  u18:(u19:u12 u17 )× (u20:[  u21:u14 ] =>u11 u17 )× [  u22:u11 u17 ] =>u14 ] =>u12 u14, u23:type, u24:u12 u23 ] =>u12 u11 u23 )× [  u25:[  u26:type, u27:u12 u26 ] =>u12 u11 u26 ] =>(u28:type )× [  u29:(u30:u12 u28 )× (u31:[  u32:u14 ] =>u11 u28 )× [  u33:u11 u28 ] =>u14 ] =>u12 u14			
../../TPTP-v7.3.0/Problems/SYN/SYN050+1.p		Theorem	False	fof		(![X,Y]:?[Z]:![W]:((big_p(X)&big_q(Y))=>(big_r(Z)&big_s(W)))=>?[X1,Y1]:((big_p(X1)&big_q(Y1))=>?[Z1]:big_r(Z1)))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:type, u14:type, u15:type, u16:type, u17:type, u18:[  u19:type ] =>type, u20:[  u21:type ] =>type, u22:[  u23:type ] =>type ] =>[  u24:type, u25:type ] =>(u26:type )× [  u27:type, u28:[  u29:(u30:u22 u24 )× u20 u25 ] =>(u31:u18 u26 )× u17 u27 ] =>(u32:type )× (u33:type )× [  u34:(u35:u22 u32 )× u20 u33 ] =>(u36:type )× u18 u36			
../../TPTP-v7.3.0/Problems/SYN/SYN722+1.p		Theorem	False	fof		(~(![Z]:((p(Z)|r(Z))&q(Z))&![X]:?[Y]:(p(X)|~q(X)|~q(Y)|~q(c)|~q(d))&(~p(a)|~p(b))))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:type, u14:type, u15:type, u16:type, u17:[  u18:type ] =>type, u19:[  u20:type ] =>type ] =>[  u21:[  u22:type ] =>(u23:(u24:[  u25:(u26:[  u27:u19 u22 ] =>⊥ )× [  u28:u17 u22 ] =>⊥ ] =>⊥ )× u16 u22 )× [  u29:type ] =>(u30:type )× (u31:[  u32:(u33:[  u34:u19 u29 ] =>⊥ )× [  u35:[  u36:[  u37:(u38:[  u39:u16 u29 ] =>⊥ )× [  u40:[  u41:[  u42:(u43:[  u44:u16 u30 ] =>⊥ )× [  u45:[  u46:[  u47:(u48:[  u49:u16 u15 ] =>⊥ )× [  u50:[  u51:u16 u14 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ )× [  u52:[  u53:(u54:[  u55:u19 u13 ] =>⊥ )× [  u56:[  u57:u19 u12 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥			
../../TPTP-v7.3.0/Problems/SYN/SYN071-1.p		Unsatisfiable	False	cnf	(a=b|c=d),(a=c|b=d)		[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:(u10:[  u11:u8, u12:(u13:[  u14:u7 ] =>⊥ )× [  u15:(u16:[  u17:u6 ] =>u5 )× [  u18:u5 ] =>u6 ] =>⊥ ] =>⊥ )× [  u19:[  u20:(u21:[  u22:u7 ] =>⊥ )× [  u23:(u24:[  u25:u6 ] =>u5 )× [  u26:u5 ] =>u6 ] =>⊥ ] =>⊥ ] =>u8, u27:(u28:[  u29:u8, u30:(u31:[  u32:u6 ] =>⊥ )× [  u33:(u34:[  u35:u7 ] =>u5 )× [  u36:u5 ] =>u7 ] =>⊥ ] =>⊥ )× [  u37:[  u38:(u39:[  u40:u6 ] =>⊥ )× [  u41:(u42:[  u43:u7 ] =>u5 )× [  u44:u5 ] =>u7 ] =>⊥ ] =>⊥ ] =>u8 ] =>⊥	found nothing to prove		
